enrollment_id,student_id,course_code,presentation,status,final_result,credits
OULAD-608060-BBB-2014B,OULAD-608060,BBB,2014B,Withdrawn,Withdrawn,0
OULAD-610494-BBB-2014B,OULAD-610494,BBB,2014B,Withdrawn,Withdrawn,0
OULAD-618197-BBB-2014B,OULAD-618197,BBB,2014B,Withdrawn,Withdrawn,0
OULAD-1588208-BBB-2014B,OULAD-1588208,BBB,2014B,Withdrawn,Withdrawn,0
OULAD-1730702-BBB-2014B,OULAD-1730702,BBB,2014B,Completed,Fail,0
OULAD-2271743-BBB-2014B,OULAD-2271743,BBB,2014B,Completed,Fail,0
OULAD-2300911-BBB-2014B,OULAD-2300911,BBB,2014B,Withdrawn,Withdrawn,0
OULAD-2625752-BBB-2014B,OULAD-2625752,BBB,2014B,Completed,Fail,0
OULAD-34431-BBB-2014J,OULAD-34431,BBB,2014J,Withdrawn,Withdrawn,0
OULAD-142324-BBB-2014J,OULAD-142324,BBB,2014J,Completed,Pass,30
OULAD-151917-BBB-2014J,OULAD-151917,BBB,2014J,Completed,Pass,30
OULAD-272617-BBB-2014J,OULAD-272617,BBB,2014J,Withdrawn,Withdrawn,0
OULAD-276925-BBB-2014J,OULAD-276925,BBB,2014J,Completed,Pass,30
OULAD-303165-BBB-2014J,OULAD-303165,BBB,2014J,Completed,Pass,30
OULAD-303617-BBB-2014J,OULAD-303617,BBB,2014J,Completed,Pass,30
OULAD-411105-BBB-2014J,OULAD-411105,BBB,2014J,Withdrawn,Withdrawn,0
OULAD-473271-BBB-2014J,OULAD-473271,BBB,2014J,Completed,Pass,30
OULAD-494212-BBB-2014J,OULAD-494212,BBB,2014J,Withdrawn,Withdrawn,0
OULAD-496373-BBB-2014J,OULAD-496373,BBB,2014J,Withdrawn,Withdrawn,0
OULAD-521164-BBB-2014J,OULAD-521164,BBB,2014J,Completed,Fail,0
OULAD-554243-BBB-2014J,OULAD-554243,BBB,2014J,Completed,Fail,0
OULAD-559685-BBB-2014J,OULAD-559685,BBB,2014J,Completed,Fail,0
OULAD-577934-BBB-2014J,OULAD-577934,BBB,2014J,Withdrawn,Withdrawn,0
OULAD-583179-BBB-2014J,OULAD-583179,BBB,2014J,Withdrawn,Withdrawn,0
OULAD-583775-BBB-2014J,OULAD-583775,BBB,2014J,Completed,Pass,30
OULAD-598313-BBB-2014J,OULAD-598313,BBB,2014J,Completed,Pass,30
OULAD-603921-BBB-2014J,OULAD-603921,BBB,2014J,Completed,Pass,30
OULAD-605901-BBB-2014J,OULAD-605901,BBB,2014J,Withdrawn,Withdrawn,0
OULAD-606864-BBB-2014J,OULAD-606864,BBB,2014J,Completed,Pass,30
OULAD-610494-BBB-2014J,OULAD-610494,BBB,2014J,Withdrawn,Withdrawn,0
OULAD-611268-BBB-2014J,OULAD-611268,BBB,2014J,Completed,Distinction,30
OULAD-618197-BBB-2014J,OULAD-618197,BBB,2014J,Completed,Pass,30
OULAD-624795-BBB-2014J,OULAD-624795,BBB,2014J,Withdrawn,Withdrawn,0
OULAD-626159-BBB-2014J,OULAD-626159,BBB,2014J,Completed,Pass,30
OULAD-29820-CCC-2014B,OULAD-29820,CCC,2014B,Completed,Pass,30
OULAD-49119-CCC-2014B,OULAD-49119,CCC,2014B,Completed,Distinction,30
OULAD-83219-CCC-2014B,OULAD-83219,CCC,2014B,Completed,Pass,30
OULAD-86047-CCC-2014B,OULAD-86047,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-88758-CCC-2014B,OULAD-88758,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-107339-CCC-2014B,OULAD-107339,CCC,2014B,Completed,Pass,30
OULAD-126337-CCC-2014B,OULAD-126337,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-139190-CCC-2014B,OULAD-139190,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-167791-CCC-2014B,OULAD-167791,CCC,2014B,Completed,Pass,30
OULAD-171896-CCC-2014B,OULAD-171896,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-183331-CCC-2014B,OULAD-183331,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-189624-CCC-2014B,OULAD-189624,CCC,2014B,Completed,Pass,30
OULAD-191000-CCC-2014B,OULAD-191000,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-193163-CCC-2014B,OULAD-193163,CCC,2014B,Completed,Fail,0
OULAD-198902-CCC-2014B,OULAD-198902,CCC,2014B,Completed,Fail,0
OULAD-205425-CCC-2014B,OULAD-205425,CCC,2014B,Completed,Distinction,30
OULAD-229499-CCC-2014B,OULAD-229499,CCC,2014B,Completed,Fail,0
OULAD-231339-CCC-2014B,OULAD-231339,CCC,2014B,Completed,Distinction,30
OULAD-237934-CCC-2014B,OULAD-237934,CCC,2014B,Completed,Fail,0
OULAD-256532-CCC-2014B,OULAD-256532,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-266040-CCC-2014B,OULAD-266040,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-266915-CCC-2014B,OULAD-266915,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-267118-CCC-2014B,OULAD-267118,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-279868-CCC-2014B,OULAD-279868,CCC,2014B,Completed,Pass,30
OULAD-285170-CCC-2014B,OULAD-285170,CCC,2014B,Completed,Pass,30
OULAD-289009-CCC-2014B,OULAD-289009,CCC,2014B,Completed,Pass,30
OULAD-290382-CCC-2014B,OULAD-290382,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-308391-CCC-2014B,OULAD-308391,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-314555-CCC-2014B,OULAD-314555,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-318574-CCC-2014B,OULAD-318574,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-319042-CCC-2014B,OULAD-319042,CCC,2014B,Completed,Fail,0
OULAD-348050-CCC-2014B,OULAD-348050,CCC,2014B,Completed,Fail,0
OULAD-355143-CCC-2014B,OULAD-355143,CCC,2014B,Completed,Fail,0
OULAD-356523-CCC-2014B,OULAD-356523,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-358075-CCC-2014B,OULAD-358075,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-359460-CCC-2014B,OULAD-359460,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-362661-CCC-2014B,OULAD-362661,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-366310-CCC-2014B,OULAD-366310,CCC,2014B,Completed,Pass,30
OULAD-366424-CCC-2014B,OULAD-366424,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-369908-CCC-2014B,OULAD-369908,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-370336-CCC-2014B,OULAD-370336,CCC,2014B,Completed,Fail,0
OULAD-371113-CCC-2014B,OULAD-371113,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-378920-CCC-2014B,OULAD-378920,CCC,2014B,Completed,Pass,30
OULAD-386671-CCC-2014B,OULAD-386671,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-398877-CCC-2014B,OULAD-398877,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-401296-CCC-2014B,OULAD-401296,CCC,2014B,Completed,Pass,30
OULAD-410886-CCC-2014B,OULAD-410886,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-426616-CCC-2014B,OULAD-426616,CCC,2014B,Completed,Fail,0
OULAD-431386-CCC-2014B,OULAD-431386,CCC,2014B,Completed,Pass,30
OULAD-440171-CCC-2014B,OULAD-440171,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-441540-CCC-2014B,OULAD-441540,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-446295-CCC-2014B,OULAD-446295,CCC,2014B,Completed,Fail,0
OULAD-446628-CCC-2014B,OULAD-446628,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-465719-CCC-2014B,OULAD-465719,CCC,2014B,Completed,Fail,0
OULAD-469113-CCC-2014B,OULAD-469113,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-479607-CCC-2014B,OULAD-479607,CCC,2014B,Completed,Fail,0
OULAD-480929-CCC-2014B,OULAD-480929,CCC,2014B,Completed,Distinction,30
OULAD-484305-CCC-2014B,OULAD-484305,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-490297-CCC-2014B,OULAD-490297,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-490662-CCC-2014B,OULAD-490662,CCC,2014B,Completed,Fail,0
OULAD-494919-CCC-2014B,OULAD-494919,CCC,2014B,Completed,Pass,30
OULAD-500006-CCC-2014B,OULAD-500006,CCC,2014B,Completed,Fail,0
OULAD-500189-CCC-2014B,OULAD-500189,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-502833-CCC-2014B,OULAD-502833,CCC,2014B,Completed,Fail,0
OULAD-505767-CCC-2014B,OULAD-505767,CCC,2014B,Completed,Pass,30
OULAD-507034-CCC-2014B,OULAD-507034,CCC,2014B,Completed,Pass,30
OULAD-509102-CCC-2014B,OULAD-509102,CCC,2014B,Completed,Pass,30
OULAD-518116-CCC-2014B,OULAD-518116,CCC,2014B,Completed,Fail,0
OULAD-519589-CCC-2014B,OULAD-519589,CCC,2014B,Completed,Fail,0
OULAD-521542-CCC-2014B,OULAD-521542,CCC,2014B,Completed,Fail,0
OULAD-523061-CCC-2014B,OULAD-523061,CCC,2014B,Completed,Pass,30
OULAD-524378-CCC-2014B,OULAD-524378,CCC,2014B,Completed,Pass,30
OULAD-529073-CCC-2014B,OULAD-529073,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-531047-CCC-2014B,OULAD-531047,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-531075-CCC-2014B,OULAD-531075,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-532440-CCC-2014B,OULAD-532440,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-533004-CCC-2014B,OULAD-533004,CCC,2014B,Completed,Fail,0
OULAD-537654-CCC-2014B,OULAD-537654,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-539514-CCC-2014B,OULAD-539514,CCC,2014B,Completed,Fail,0
OULAD-540686-CCC-2014B,OULAD-540686,CCC,2014B,Completed,Pass,30
OULAD-544090-CCC-2014B,OULAD-544090,CCC,2014B,Completed,Fail,0
OULAD-547413-CCC-2014B,OULAD-547413,CCC,2014B,Completed,Fail,0
OULAD-548764-CCC-2014B,OULAD-548764,CCC,2014B,Completed,Fail,0
OULAD-551856-CCC-2014B,OULAD-551856,CCC,2014B,Completed,Fail,0
OULAD-552166-CCC-2014B,OULAD-552166,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-553568-CCC-2014B,OULAD-553568,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-554583-CCC-2014B,OULAD-554583,CCC,2014B,Completed,Pass,30
OULAD-556918-CCC-2014B,OULAD-556918,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-560114-CCC-2014B,OULAD-560114,CCC,2014B,Completed,Pass,30
OULAD-560311-CCC-2014B,OULAD-560311,CCC,2014B,Completed,Distinction,30
OULAD-562825-CCC-2014B,OULAD-562825,CCC,2014B,Completed,Pass,30
OULAD-564444-CCC-2014B,OULAD-564444,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-565275-CCC-2014B,OULAD-565275,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-566185-CCC-2014B,OULAD-566185,CCC,2014B,Completed,Fail,0
OULAD-571389-CCC-2014B,OULAD-571389,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-572891-CCC-2014B,OULAD-572891,CCC,2014B,Completed,Pass,30
OULAD-572909-CCC-2014B,OULAD-572909,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-573440-CCC-2014B,OULAD-573440,CCC,2014B,Completed,Pass,30
OULAD-573696-CCC-2014B,OULAD-573696,CCC,2014B,Completed,Fail,0
OULAD-573697-CCC-2014B,OULAD-573697,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-574551-CCC-2014B,OULAD-574551,CCC,2014B,Completed,Fail,0
OULAD-574580-CCC-2014B,OULAD-574580,CCC,2014B,Completed,Fail,0
OULAD-574830-CCC-2014B,OULAD-574830,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-577035-CCC-2014B,OULAD-577035,CCC,2014B,Completed,Distinction,30
OULAD-577245-CCC-2014B,OULAD-577245,CCC,2014B,Completed,Fail,0
OULAD-577603-CCC-2014B,OULAD-577603,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-577686-CCC-2014B,OULAD-577686,CCC,2014B,Completed,Fail,0
OULAD-578034-CCC-2014B,OULAD-578034,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-578541-CCC-2014B,OULAD-578541,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-580722-CCC-2014B,OULAD-580722,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-581614-CCC-2014B,OULAD-581614,CCC,2014B,Completed,Pass,30
OULAD-582827-CCC-2014B,OULAD-582827,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-583192-CCC-2014B,OULAD-583192,CCC,2014B,Completed,Pass,30
OULAD-584468-CCC-2014B,OULAD-584468,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-584913-CCC-2014B,OULAD-584913,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-586473-CCC-2014B,OULAD-586473,CCC,2014B,Completed,Fail,0
OULAD-586921-CCC-2014B,OULAD-586921,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-587621-CCC-2014B,OULAD-587621,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-588402-CCC-2014B,OULAD-588402,CCC,2014B,Completed,Fail,0
OULAD-588460-CCC-2014B,OULAD-588460,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-588676-CCC-2014B,OULAD-588676,CCC,2014B,Completed,Pass,30
OULAD-589327-CCC-2014B,OULAD-589327,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-589517-CCC-2014B,OULAD-589517,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-590699-CCC-2014B,OULAD-590699,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-590744-CCC-2014B,OULAD-590744,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-590762-CCC-2014B,OULAD-590762,CCC,2014B,Completed,Fail,0
OULAD-591566-CCC-2014B,OULAD-591566,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-591719-CCC-2014B,OULAD-591719,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-593823-CCC-2014B,OULAD-593823,CCC,2014B,Completed,Distinction,30
OULAD-594111-CCC-2014B,OULAD-594111,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-595514-CCC-2014B,OULAD-595514,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-595685-CCC-2014B,OULAD-595685,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-597363-CCC-2014B,OULAD-597363,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-598321-CCC-2014B,OULAD-598321,CCC,2014B,Completed,Pass,30
OULAD-599263-CCC-2014B,OULAD-599263,CCC,2014B,Completed,Fail,0
OULAD-599902-CCC-2014B,OULAD-599902,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-599937-CCC-2014B,OULAD-599937,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-599942-CCC-2014B,OULAD-599942,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-600094-CCC-2014B,OULAD-600094,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-602030-CCC-2014B,OULAD-602030,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-604164-CCC-2014B,OULAD-604164,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-604480-CCC-2014B,OULAD-604480,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-604517-CCC-2014B,OULAD-604517,CCC,2014B,Completed,Pass,30
OULAD-604665-CCC-2014B,OULAD-604665,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-604723-CCC-2014B,OULAD-604723,CCC,2014B,Completed,Pass,30
OULAD-606300-CCC-2014B,OULAD-606300,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-606350-CCC-2014B,OULAD-606350,CCC,2014B,Completed,Fail,0
OULAD-606930-CCC-2014B,OULAD-606930,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-607052-CCC-2014B,OULAD-607052,CCC,2014B,Completed,Pass,30
OULAD-607636-CCC-2014B,OULAD-607636,CCC,2014B,Completed,Pass,30
OULAD-608130-CCC-2014B,OULAD-608130,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-608472-CCC-2014B,OULAD-608472,CCC,2014B,Completed,Fail,0
OULAD-608753-CCC-2014B,OULAD-608753,CCC,2014B,Completed,Fail,0
OULAD-609025-CCC-2014B,OULAD-609025,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-609645-CCC-2014B,OULAD-609645,CCC,2014B,Completed,Fail,0
OULAD-610099-CCC-2014B,OULAD-610099,CCC,2014B,Completed,Pass,30
OULAD-611865-CCC-2014B,OULAD-611865,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-612124-CCC-2014B,OULAD-612124,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-612397-CCC-2014B,OULAD-612397,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-613116-CCC-2014B,OULAD-613116,CCC,2014B,Completed,Fail,0
OULAD-613120-CCC-2014B,OULAD-613120,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-613461-CCC-2014B,OULAD-613461,CCC,2014B,Completed,Fail,0
OULAD-614733-CCC-2014B,OULAD-614733,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-617331-CCC-2014B,OULAD-617331,CCC,2014B,Completed,Fail,0
OULAD-617355-CCC-2014B,OULAD-617355,CCC,2014B,Completed,Pass,30
OULAD-617365-CCC-2014B,OULAD-617365,CCC,2014B,Completed,Pass,30
OULAD-617781-CCC-2014B,OULAD-617781,CCC,2014B,Completed,Pass,30
OULAD-618171-CCC-2014B,OULAD-618171,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-618514-CCC-2014B,OULAD-618514,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-620320-CCC-2014B,OULAD-620320,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-620646-CCC-2014B,OULAD-620646,CCC,2014B,Completed,Fail,0
OULAD-620876-CCC-2014B,OULAD-620876,CCC,2014B,Completed,Fail,0
OULAD-621619-CCC-2014B,OULAD-621619,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-621655-CCC-2014B,OULAD-621655,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-621696-CCC-2014B,OULAD-621696,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-622398-CCC-2014B,OULAD-622398,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-622948-CCC-2014B,OULAD-622948,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-623738-CCC-2014B,OULAD-623738,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-623786-CCC-2014B,OULAD-623786,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-624354-CCC-2014B,OULAD-624354,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-624782-CCC-2014B,OULAD-624782,CCC,2014B,Completed,Fail,0
OULAD-625121-CCC-2014B,OULAD-625121,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-625774-CCC-2014B,OULAD-625774,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-625785-CCC-2014B,OULAD-625785,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-625790-CCC-2014B,OULAD-625790,CCC,2014B,Withdrawn,Withdrawn,0
